system:index,district,month,upa_mean,wth_mean,year,.geo
24_00000000000000000028,Rajshahi,1,"[212.3317352821245, 3.762961997780462]","[212.3317352821245, 3.762961997780462]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000029,Sirajganj,1,"[152.866904830896, 3.7561119869777295]","[152.866904830896, 3.7561119869777295]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000002a,Barguna,1,"[1.5331652071305184, 8.210658627116851]","[1.5331652071305184, 8.210658627116851]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000002b,Barishal,1,"[137.86260840688738, 5.855649520314486]","[137.86260840688738, 5.855649520314486]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000002c,Bhola,1,"[394.2503593389369, 10.777922521935082]","[394.2503593389369, 10.777922521935082]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000002d,Jhalokati,1,"[0.4466726384380048, 2.8085659977286026]","[0.4466726384380048, 2.8085659977286026]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000002e,Patuakhali,1,"[0.348752221516214, 3.397462207927815]","[0.348752221516214, 3.397462207927815]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000002f,Pirojpur,1,"[3.335558709910244, 4.716658683460192]","[3.335558709910244, 4.716658683460192]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000030,Jamalpur,1,"[77.25408087529857, 2.080230264030299]","[77.25408087529857, 2.080230264030299]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000031,Mymensingh,1,"[1.3965318353497351, 0.9975485013882907]","[1.3965318353497351, 0.9975485013882907]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000032,Netrakona,1,"[4.460362357774366, 0.8979447626919603]","[4.460362357774366, 0.8979447626919603]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000033,Sherpur,1,"[0.8738034095764973, 0.8822637787323876]","[0.8738034095764973, 0.8822637787323876]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000034,Dinajpur,1,"[0.9572026830973842, 0.4701083448254599]","[0.9572026830973842, 0.4701083448254599]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000035,Gaibandha,1,"[96.02483433838715, 4.16184103409391]","[96.02483433838715, 4.16184103409391]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000036,Kurigram,1,"[95.76420977418968, 3.4195474614072285]","[95.76420977418968, 3.4195474614072285]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000037,Lalmonirhat,1,"[3.899503153225492, 0.5296852256824774]","[3.899503153225492, 0.5296852256824774]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000038,Nilphamari,1,"[1.7972465010846188, 0.5397046088413613]","[1.7972465010846188, 0.5397046088413613]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_00000000000000000039,Panchagarh,1,"[0.8100081585491367, 0.5249734028479605]","[0.8100081585491367, 0.5249734028479605]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000003a,Rangpur,1,"[2.5227931813408033, 0.5675808454948355]","[2.5227931813408033, 0.5675808454948355]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000003b,Thakurgaon,1,"[0.44500725186159495, 0.4775841236537692]","[0.44500725186159495, 0.4775841236537692]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000003c,Habiganj,1,"[6.317625321978652, 0.9813956033063006]","[6.317625321978652, 0.9813956033063006]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000003d,Moulvibazar,1,"[3.768015599303278, 2.085187559509523]","[3.768015599303278, 2.085187559509523]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000003e,Sunamganj,1,"[8.595685083640559, 1.5662420882576291]","[8.595685083640559, 1.5662420882576291]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0000000000000000003f,Sylhet,1,"[9.995340078108521, 1.291811417560318]","[9.995340078108521, 1.291811417560318]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000000,Bandarban,2,"[0.6547139412817297, 0.5524525143742233]","[0.6547139412817297, 0.5524525143742233]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000001,Brahmanbaria,2,"[11.934451558500172, 1.9473817946351615]","[11.934451558500172, 1.9473817946351615]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000002,Chandpur,2,"[378.6688403200911, 9.294703081152653]","[378.6688403200911, 9.294703081152653]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000003,Chattogram,2,"[2.734948545918938, 1.6961112631430801]","[2.734948545918938, 1.6961112631430801]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000004,Cox's Bazar,2,"[0.5762237059290042, 1.4018906989039959]","[0.5762237059290042, 1.4018906989039959]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000005,Cumilla,2,"[2.3743347577848506, 1.9815184839385813]","[2.3743347577848506, 1.9815184839385813]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000006,Feni,2,"[1.6987548827434709, 0.7283436506482301]","[1.6987548827434709, 0.7283436506482301]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000007,Khagrachhari,2,"[0.5448207745704351, 0.5404616583591941]","[0.5448207745704351, 0.5404616583591941]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000008,Lakshmipur,2,"[71.2236101450563, 12.384231824328088]","[71.2236101450563, 12.384231824328088]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000009,Noakhali,2,"[0.31951504892347815, 0.9211616184703376]","[0.31951504892347815, 0.9211616184703376]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000a,Rangamati,2,"[2.768894999763584, 3.7991325331380263]","[2.768894999763584, 3.7991325331380263]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000b,Dhaka,2,"[16.359171000679634, 1.5669701963292424]","[16.359171000679634, 1.5669701963292424]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000c,Faridpur,2,"[172.2497378168632, 9.994230034946044]","[172.2497378168632, 9.994230034946044]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000d,Gazipur,2,"[2.6018951499575813, 0.8120122088092132]","[2.6018951499575813, 0.8120122088092132]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000e,Gopalganj,2,"[1.591653709803279, 1.6932243665776958]","[1.591653709803279, 1.6932243665776958]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000000f,Kishoreganj,2,"[19.113359076849285, 1.748998662327197]","[19.113359076849285, 1.748998662327197]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000010,Madaripur,2,"[208.26036388160014, 5.581401875520427]","[208.26036388160014, 5.581401875520427]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000011,Manikganj,2,"[342.3353644751301, 6.1686980953227835]","[342.3353644751301, 6.1686980953227835]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000012,Munshiganj,2,"[89.66334192104013, 5.086889552795169]","[89.66334192104013, 5.086889552795169]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000013,Narayanganj,2,"[23.048173816932017, 2.959881432013573]","[23.048173816932017, 2.959881432013573]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000014,Narsingdi,2,"[28.940130705794477, 2.9405813153341898]","[28.940130705794477, 2.9405813153341898]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000015,Rajbari,2,"[404.2109014993213, 5.824123287940322]","[404.2109014993213, 5.824123287940322]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000016,Shariatpur,2,"[466.77199069805823, 5.983075874614305]","[466.77199069805823, 5.983075874614305]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000017,Tangail,2,"[34.370261877032235, 1.7301845217692755]","[34.370261877032235, 1.7301845217692755]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000018,Bagerhat,2,"[1.5316977449717664, 2.8087822683969117]","[1.5316977449717664, 2.8087822683969117]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000019,Chuadanga,2,"[0.9435552264522918, 0.45768172995022616]","[0.9435552264522918, 0.45768172995022616]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000001a,Jashore,2,"[0.8413640984754067, 0.5655791263480784]","[0.8413640984754067, 0.5655791263480784]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000001b,Jhenaidah,2,"[0.6601063250823207, 0.5709996301919551]","[0.6601063250823207, 0.5709996301919551]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000001c,Khulna,2,"[3.690621872535493, 4.18895993097193]","[3.690621872535493, 4.18895993097193]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000001d,Kushtia,2,"[315.06729496594903, 4.728294488820315]","[315.06729496594903, 4.728294488820315]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000001e,Magura,2,"[1.9966813441692481, 1.2575493846067012]","[1.9966813441692481, 1.2575493846067012]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000001f,Meherpur,2,"[0.8016640064530659, 0.4179919273238578]","[0.8016640064530659, 0.4179919273238578]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000020,Narail,2,"[2.7333939970399492, 1.692215892826634]","[2.7333939970399492, 1.692215892826634]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000021,Satkhira,2,"[1.7420268411144877, 5.077796915599372]","[1.7420268411144877, 5.077796915599372]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000022,Bogura,2,"[64.91785264825269, 3.620168250066636]","[64.91785264825269, 3.620168250066636]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000023,Chapainababganj,2,"[210.0782604174449, 3.425070145914115]","[210.0782604174449, 3.425070145914115]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000024,Joypurhat,2,"[0.6966160758942599, 0.4482574629452833]","[0.6966160758942599, 0.4482574629452833]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000025,Naogaon,2,"[2.770461200061309, 1.5978448943202521]","[2.770461200061309, 1.5978448943202521]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000026,Natore,2,"[45.11792986349726, 1.394072519067072]","[45.11792986349726, 1.394072519067072]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000027,Pabna,2,"[250.54455993574257, 3.6361615410526693]","[250.54455993574257, 3.6361615410526693]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000028,Rajshahi,2,"[212.3317352821245, 3.762961997780462]","[212.3317352821245, 3.762961997780462]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000029,Sirajganj,2,"[152.866904830896, 3.7561119869777295]","[152.866904830896, 3.7561119869777295]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000002a,Barguna,2,"[1.5331652071305184, 8.210658627116851]","[1.5331652071305184, 8.210658627116851]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000002b,Barishal,2,"[137.86260840688738, 5.855649520314486]","[137.86260840688738, 5.855649520314486]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000002c,Bhola,2,"[394.2503593389369, 10.777922521935082]","[394.2503593389369, 10.777922521935082]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000002d,Jhalokati,2,"[0.4466726384380048, 2.8085659977286026]","[0.4466726384380048, 2.8085659977286026]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000002e,Patuakhali,2,"[0.348752221516214, 3.397462207927815]","[0.348752221516214, 3.397462207927815]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000002f,Pirojpur,2,"[3.335558709910244, 4.716658683460192]","[3.335558709910244, 4.716658683460192]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000030,Jamalpur,2,"[77.25408087529857, 2.080230264030299]","[77.25408087529857, 2.080230264030299]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000031,Mymensingh,2,"[1.3965318353497351, 0.9975485013882907]","[1.3965318353497351, 0.9975485013882907]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000032,Netrakona,2,"[4.460362357774366, 0.8979447626919603]","[4.460362357774366, 0.8979447626919603]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000033,Sherpur,2,"[0.8738034095764973, 0.8822637787323876]","[0.8738034095764973, 0.8822637787323876]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000034,Dinajpur,2,"[0.9572026830973842, 0.4701083448254599]","[0.9572026830973842, 0.4701083448254599]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000035,Gaibandha,2,"[96.02483433838715, 4.16184103409391]","[96.02483433838715, 4.16184103409391]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000036,Kurigram,2,"[95.76420977418968, 3.4195474614072285]","[95.76420977418968, 3.4195474614072285]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000037,Lalmonirhat,2,"[3.899503153225492, 0.5296852256824774]","[3.899503153225492, 0.5296852256824774]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000038,Nilphamari,2,"[1.7972465010846188, 0.5397046088413613]","[1.7972465010846188, 0.5397046088413613]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_00000000000000000039,Panchagarh,2,"[0.8100081585491367, 0.5249734028479605]","[0.8100081585491367, 0.5249734028479605]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000003a,Rangpur,2,"[2.5227931813408033, 0.5675808454948355]","[2.5227931813408033, 0.5675808454948355]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000003b,Thakurgaon,2,"[0.44500725186159495, 0.4775841236537692]","[0.44500725186159495, 0.4775841236537692]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000003c,Habiganj,2,"[6.317625321978652, 0.9813956033063006]","[6.317625321978652, 0.9813956033063006]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000003d,Moulvibazar,2,"[3.768015599303278, 2.085187559509523]","[3.768015599303278, 2.085187559509523]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000003e,Sunamganj,2,"[8.595685083640559, 1.5662420882576291]","[8.595685083640559, 1.5662420882576291]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0000000000000000003f,Sylhet,2,"[9.995340078108521, 1.291811417560318]","[9.995340078108521, 1.291811417560318]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000000,Bandarban,3,"[0.6547139412817297, 0.5524525143742233]","[0.6547139412817297, 0.5524525143742233]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000001,Brahmanbaria,3,"[11.934451558500172, 1.9473817946351615]","[11.934451558500172, 1.9473817946351615]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000002,Chandpur,3,"[378.6688403200911, 9.294703081152653]","[378.6688403200911, 9.294703081152653]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000003,Chattogram,3,"[2.734948545918938, 1.6961112631430801]","[2.734948545918938, 1.6961112631430801]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000004,Cox's Bazar,3,"[0.5762237059290042, 1.4018906989039959]","[0.5762237059290042, 1.4018906989039959]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000005,Cumilla,3,"[2.3743347577848506, 1.9815184839385813]","[2.3743347577848506, 1.9815184839385813]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000006,Feni,3,"[1.6987548827434709, 0.7283436506482301]","[1.6987548827434709, 0.7283436506482301]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000007,Khagrachhari,3,"[0.5448207745704351, 0.5404616583591941]","[0.5448207745704351, 0.5404616583591941]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000008,Lakshmipur,3,"[71.2236101450563, 12.384231824328088]","[71.2236101450563, 12.384231824328088]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000009,Noakhali,3,"[0.31951504892347815, 0.9211616184703376]","[0.31951504892347815, 0.9211616184703376]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0000000000000000000a,Rangamati,3,"[2.768894999763584, 3.7991325331380263]","[2.768894999763584, 3.7991325331380263]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0000000000000000000b,Dhaka,3,"[16.359171000679634, 1.5669701963292424]","[16.359171000679634, 1.5669701963292424]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0000000000000000000c,Faridpur,3,"[172.2497378168632, 9.994230034946044]","[172.2497378168632, 9.994230034946044]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0000000000000000000d,Gazipur,3,"[2.6018951499575813, 0.8120122088092132]","[2.6018951499575813, 0.8120122088092132]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0000000000000000000e,Gopalganj,3,"[1.591653709803279, 1.6932243665776958]","[1.591653709803279, 1.6932243665776958]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0000000000000000000f,Kishoreganj,3,"[19.113359076849285, 1.748998662327197]","[19.113359076849285, 1.748998662327197]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000010,Madaripur,3,"[208.26036388160014, 5.581401875520427]","[208.26036388160014, 5.581401875520427]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000011,Manikganj,3,"[342.3353644751301, 6.1686980953227835]","[342.3353644751301, 6.1686980953227835]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000012,Munshiganj,3,"[89.66334192104013, 5.086889552795169]","[89.66334192104013, 5.086889552795169]",1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
